EJERCICIO,INSTITUCION,NOMB_INST,AREA_GESTIO,NOMB_AREA_GEST,FUENTE_FINANC,NOMB_FUEN_FINA,CLASIF_PRESUP,NOMB_CLAS_PRES,MONTO,CLAECO,NOMB_CLAS_ECON,TIPO_AFEC_AJUS_PEP,AFECTACION,ACUERD_EJECUT,FECH_ACUE_EJEC,DECRET_LEGISL,FECH_DECR_LEGI
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,51207,Beneficios Adicionales,1218108.0,2111,Remuneraciones,2,Aumento,3097.0,27/02/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54203,Servicios de Telecomunicaciones,108.64,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54310,Servicios de Alimentación,8000.0,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54310,Servicios de Alimentación,25000.0,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54310,Servicios de Alimentación,25000.0,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54310,Servicios de Alimentación,2239.28,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54314,Atenciones Oficiales,15000.0,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54314,Atenciones Oficiales,24973.82,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54316,Arrendamiento de Bienes Muebles,29143.31,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,9010.6,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54402,Pasajes al Exterior,19996.39,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54402,Pasajes al Exterior,100000.0,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54505,Servicios de Capacitación,6000.0,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54114,Materiales de Oficina,2097.91,2112,Bienes y Servicios,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",30000.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",30049.4,2135,"Impuestos, Tasas y Derechos",1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,55601,Primas y Gastos de Seguros de Personas,11065.0,2136,"Seguros, Comisiones y Gastos Bancarios",1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,55602,Primas y Gastos de Seguros de Bienes,5322.5,2136,"Seguros, Comisiones y Gastos Bancarios",1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,55602,Primas y Gastos de Seguros de Bienes,54861.5,2136,"Seguros, Comisiones y Gastos Bancarios",1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,56303,A Organismos sin Fines de Lucro,8975.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,56304,A Personas Naturales,6000.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,56404,A Organismos Multilaterales,5028.0,2144,Transferencias Corrientes al Sector Externo,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,61101,Mobiliarios,9600.0,2211,Bienes Muebles,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,61104,Equipos Informáticos,6001.85,2211,Bienes Muebles,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,61104,Equipos Informáticos,0.5,2211,Bienes Muebles,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,61403,Derechos de Propiedad Intelectual,1258.96,2213,Intangibles,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,61403,Derechos de Propiedad Intelectual,10203.0,2213,Intangibles,1,Disminución,371.0,02/10/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,61604,De Vivienda y Oficina,1000000.0,2214,Infraestructura,1,Disminución,3097.0,27/02/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54303,Mantenimientos y Reparaciones de Bienes Inmuebles,278260.0,2221,Inversión en Capital Humano,1,Disminución,3097.0,27/02/18,,
2018,100,Organo Legislativo,1,Conducción Administrativa,1,Fondo General,54599,"Consultorías, Estudios e Investigaciones Diversas",500000.0,2221,Inversión en Capital Humano,1,Disminución,3097.0,27/02/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,281.3,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,397.27,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,54.97,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,3,Préstamos Externos,51201,Sueldos,492670.0,2111,Remuneraciones,2,Aumento,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,32535.31,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,44536.76,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,39585.12,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,47126.12,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,52074.87,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,65050.84,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,70044.8,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,70010.13,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51207,Beneficios Adicionales,47019.91,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,61.61,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3061.13,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,6282.24,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,7232.72,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,7786.68,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,107.93,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,153.83,2111,Remuneraciones,1,Disminución,1882.0,10/12/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,1736.36,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,6489.22,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,3773.42,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,1911.79,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,2338.6,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,1841.71,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,2072.35,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51101,Sueldos,6971.55,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51107,Beneficios Adicionales,1843.0,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,47520.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,47520.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,47520.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,12776.44,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,42223.56,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,8703.21,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,9575.67,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,11774.21,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,7884.37,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,8901.57,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,4450.86,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,7028.76,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51201,Sueldos,8689.35,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51203,Aguinaldos,13950.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51207,Beneficios Adicionales,10460.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51207,Beneficios Adicionales,6120.0,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51401,Por Remuneraciones Permanentes,35.93,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51401,Por Remuneraciones Permanentes,759.13,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51401,Por Remuneraciones Permanentes,681.7,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51401,Por Remuneraciones Permanentes,698.12,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51401,Por Remuneraciones Permanentes,663.87,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51401,Por Remuneraciones Permanentes,684.25,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,2325.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,2325.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,2325.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3176.29,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3174.43,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3065.54,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3165.15,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3255.76,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3021.34,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51402,Por Remuneraciones Eventuales,3025.49,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,3685.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,3685.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,3685.0,2111,Remuneraciones,2,Aumento,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,40.95,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,599.35,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,584.08,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,200,Corte de Cuentas de la República,1,Conducción Administrativa,1,Fondo General,51502,Por Remuneraciones Eventuales,529.08,2111,Remuneraciones,1,Disminución,1221.0,06/09/18,,
2018,300,Tribunal Supremo Electoral,1,Conducción Administrativa,1,Fondo General,5620301,Registro Nacional de las Personas Naturales,429680.0,2142,Transferencias Corrientes al Sector Público,2,Aumento,,,164.0,15/11/18
2018,300,Tribunal Supremo Electoral,1,Conducción Administrativa,1,Fondo General,5620301,Registro Nacional de las Personas Naturales,1500000.0,2142,Transferencias Corrientes al Sector Público,2,Aumento,,,190.0,28/11/18
2018,300,Tribunal Supremo Electoral,1,Conducción Administrativa,1,Fondo General,5620301,Registro Nacional de las Personas Naturales,1574097.0,2142,Transferencias Corrientes al Sector Público,2,Aumento,,,921.0,27/02/18
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61199,Bienes Muebles Diversos,1068.85,2211,Bienes Muebles,1,Disminución,,,149.0,17/10/18
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61110,Maquinaria y Equipo para Apoyo Institucional,1863.01,2211,Bienes Muebles,1,Disminución,,,149.0,17/10/18
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61101,Mobiliarios,13877.1,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61101,Mobiliarios,661.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,61101,Mobiliarios,4450.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61102,Maquinarias y Equipos,8825.34,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61102,Maquinarias y Equipos,507.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,61102,Maquinarias y Equipos,6912.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61103,Equipos Médicos y de Laboratorios,175.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61103,Equipos Médicos y de Laboratorios,480.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61104,Equipos Informáticos,1098.15,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61104,Equipos Informáticos,2058.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,61104,Equipos Informáticos,70.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,61104,Equipos Informáticos,5514.0,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61199,Bienes Muebles Diversos,2768.41,2211,Bienes Muebles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61403,Derechos de Propiedad Intelectual,140.0,2213,Intangibles,1,Disminución,,,149.0,17/10/18
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,61403,Derechos de Propiedad Intelectual,10525.0,2213,Intangibles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,61403,Derechos de Propiedad Intelectual,7875.0,2213,Intangibles,2,Aumento,1403.0,04/10/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,61403,Derechos de Propiedad Intelectual,6000.0,2213,Intangibles,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61699,Obras de Infraestructura Diversas,150000.0,2214,Infraestructura,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,61699,Obras de Infraestructura Diversas,150000.0,2214,Infraestructura,2,Aumento,536.0,25/04/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,54114,Materiales de Oficina,5176.72,2112,Bienes y Servicios,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,54305,Servicios de Publicidad,4012.77,2112,Bienes y Servicios,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,54305,Servicios de Publicidad,55000.0,2112,Bienes y Servicios,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,54305,Servicios de Publicidad,490.97,2112,Bienes y Servicios,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,54305,Servicios de Publicidad,1296.93,2112,Bienes y Servicios,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,54305,Servicios de Publicidad,424750.5,2112,Bienes y Servicios,1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,54305,Servicios de Publicidad,3567675.0,2112,Bienes y Servicios,1,Disminución,1929.0,13/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,54315,Gastos Reservados,544434.0,2112,Bienes y Servicios,2,Aumento,2009.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",9337.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,,,149.0,17/10/18
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",9333.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,,,149.0,17/10/18
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",12404.1,2135,"Impuestos, Tasas y Derechos",1,Disminución,,,149.0,17/10/18
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",17810.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,3,Desarrollo Social,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",8267.93,2135,"Impuestos, Tasas y Derechos",1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",1000.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",4840.17,2135,"Impuestos, Tasas y Derechos",1,Disminución,1990.0,21/12/18,,
2018,500,Presidencia de la República,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",733.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1990.0,21/12/18,,
